distinct_feature_vectors,total_rows,identifier_makes_every_row_unique,matched_fraction,macro_f1_resubstitution,macro_f1_memorisation_cv,macro_f1_gifted_cv,accuracy_resubstitution,macro_f1_resubstitution_reweighted,accuracy_resubstitution_reweighted
153684,257673,True,0.4443869576794909,0.777439788295103,0.3180793477282539,0.7576338374533452,0.9138792190101408,0.7833236686598505,0.9093541038447955
