alpha,max_depth,min_samples_leaf,criterion,ccp_alpha,bal_mean,bal_std,f1_mean,f1_std,fit_seconds,predict_seconds
0.625,,2,gini,0.0,0.5451921036618759,0.010392586801832164,0.5220545314666951,0.012272872218964235,1.012496711799986,0.01811231360002239
0.75,10.0,1,entropy,1e-05,0.6429448180168498,0.025766867230729244,0.5220471733202686,0.01270392093503601,1.1754453360000299,0.017227240999909556
0.875,10.0,5,gini,1e-05,0.6531048931060954,0.02296997001428467,0.5218722658445172,0.004836102208130645,0.6570834870000908,0.01554946200003542
0.875,10.0,5,gini,1e-06,0.653073902949704,0.02295664154829249,0.521864281294374,0.004849246451620286,0.7036479437999332,0.016377592799926788
0.875,10.0,5,gini,0.0,0.653073902949704,0.02295664154829249,0.521864281294374,0.004849246451620286,0.6627176553998652,0.020251402200119627
0.875,,1,entropy,1e-05,0.5260335137834034,0.011345361259823957,0.5211987010671736,0.010251423668437806,1.4797607621999305,0.019246848999864598
0.875,,1,entropy,0.0,0.5258279607552726,0.011384578871688502,0.5208345160072888,0.010322968446396326,1.5680881428001157,0.02022763800005123
0.875,,1,entropy,1e-06,0.5257455705776857,0.011404422654115984,0.5207591088985968,0.01032189845813513,1.6175445293999473,0.020251519399880635
0.625,10.0,5,gini,0.0,0.6181111157523826,0.02216480521572526,0.5191769412282664,0.014585954739591437,0.6653606156000478,0.01684637500002282
0.625,10.0,5,gini,1e-05,0.6181111157523826,0.02216480521572526,0.5191769412282664,0.014585954739591437,0.6886302074000014,0.0198618400000214
0.625,10.0,5,gini,1e-06,0.6181111157523826,0.02216480521572526,0.5191769412282664,0.014585954739591437,0.6801030764000189,0.01790819040002134
0.625,10.0,1,gini,1e-05,0.6131723122036161,0.020441166190408033,0.5184199176204815,0.014514414288794759,0.6720518676000665,0.016785027800005993
0.625,10.0,1,gini,0.0,0.6131013431304149,0.020523473914953072,0.5183940341043215,0.014580299244793508,0.7200695233999795,0.021047906800049532
0.625,10.0,1,gini,1e-06,0.6131013431304149,0.020523473914953072,0.5183940341043215,0.014580299244793508,0.6970678680000674,0.016694896799981505
0.625,10.0,2,gini,0.0,0.6128753417254819,0.02044735486427765,0.5177230022203603,0.014213224623987867,0.6955172351999408,0.018722342399996705
0.625,10.0,2,gini,1e-06,0.6128753417254819,0.02044735486427765,0.5177230022203603,0.014213224623987867,0.7405083271999502,0.0179959288000191
0.625,10.0,2,gini,1e-05,0.6128818561121643,0.020406886775905186,0.5177150373466506,0.014167444005750485,0.6825330935999319,0.017585293399997683
0.75,,1,gini,1e-05,0.5206835159228872,0.0060144507349668246,0.5174175394986935,0.0040991256859884756,1.1138076552001621,0.019376149799882114
0.75,10.0,5,gini,0.0,0.6267491917970608,0.01455325882328249,0.5170219319400392,0.008046303147572629,0.6621275738000805,0.01904133779989934
0.75,10.0,5,gini,1e-06,0.6267491917970608,0.01455325882328249,0.5170219319400392,0.008046303147572629,0.6517076816000553,0.015697234200160892
0.75,10.0,5,gini,1e-05,0.6267182614934912,0.01454146944788034,0.5170134908791522,0.008053319954811513,0.6395684357999926,0.015668014400034735
0.75,10.0,1,gini,1e-05,0.6199290015033362,0.009569603501614824,0.5164166836212125,0.007216542293052108,0.6802893357998983,0.015261187399846676
0.75,10.0,1,gini,0.0,0.6198400629782033,0.009655029038684147,0.5163660911474486,0.007213385437901888,0.6441940875999534,0.01638251920012408
0.75,10.0,1,gini,1e-06,0.6198400629782033,0.009655029038684147,0.5163660911474486,0.007213385437901888,0.6513875100000405,0.017532306400244124
0.625,,1,gini,1e-05,0.5189138875336773,0.009425477627153223,0.5163586019321034,0.009698337926654633,1.1294667205999303,0.01891433400001006
0.75,10.0,2,gini,1e-05,0.6200821952311943,0.00957854646218568,0.5162121404343677,0.007353126447535296,0.6892664425999101,0.016634172999965814
0.75,10.0,2,gini,0.0,0.6200577113925803,0.009646101689877092,0.516197462391091,0.007343885908759766,0.6978818443997625,0.017996081000183038
0.75,10.0,2,gini,1e-06,0.6200577113925803,0.009646101689877092,0.516197462391091,0.007343885908759766,0.7756588720000763,0.025427138599934552
0.875,,1,gini,1e-05,0.520915779723865,0.009530288871653608,0.5158101413226914,0.009147319754743597,1.1047217596001246,0.01843822100008765
0.75,,1,gini,0.0,0.5173348991012452,0.005107515314750534,0.5149071834353631,0.003730657360353694,1.1103163363999555,0.024088738600130454
0.75,,1,gini,1e-06,0.5172585378952163,0.005156851599663347,0.5148942467195161,0.003802191101865478,1.0647277489999396,0.018630344199937098
0.625,,1,gini,1e-06,0.5170978541735528,0.010025658438683234,0.5145468592060006,0.010359728003234425,1.1097108595999998,0.018600709200063646
0.625,,1,gini,0.0,0.5169584882490244,0.009974816245463591,0.5144333745921603,0.01030820435943525,1.0691976441999942,0.022023407600045175
0.875,,1,gini,0.0,0.5165957459931243,0.00763278353228951,0.5128520677764651,0.007452240935854818,1.0471655905999797,0.02145895339990602
0.875,,1,gini,1e-06,0.5165558867819582,0.007629388230554316,0.5128121355413244,0.007509579490145615,1.03591690559997,0.018945211000027485
