alpha,max_depth,min_samples_leaf,criterion,ccp_alpha,bal_mean,bal_std,f1_mean,f1_std,fit_seconds,predict_seconds
0.25,,2,entropy,0.0,0.5452929687555939,0.01278120570845735,0.5281324719013597,0.0065544090447684075,1.4886140697999963,0.01686237339990839
0.5,,5,entropy,0.0,0.5665386375707271,0.025211302674567226,0.527782889038755,0.022638347623876832,1.4802159236000079,0.01898228120003296
0.75,30.0,1,entropy,0.0,0.5341098411098913,0.012162187721928796,0.5275785187569333,0.011331507919767116,1.4910251272000097,0.01878041640002266
0.0,30.0,2,entropy,0.0,0.5150445386889845,0.0136665662759426,0.5268801420675513,0.013895198835569583,1.475016517799986,0.018188716399981784
0.0,,1,entropy,0.0,0.5213461541949895,0.015707201434496342,0.5256661083527975,0.014150585074220194,1.46224486419992,0.019713587199976245
1.0,20.0,1,entropy,0.0,0.5465555436939212,0.005061760324944292,0.5242409330500563,0.009043610537624956,1.471654490200035,0.0189074754000103
0.0,,2,entropy,0.0,0.5124499577059748,0.009143618750468305,0.5232814830533965,0.008117652344101466,1.4690628504000869,0.019475607399954242
0.0,13.0,5,entropy,0.0,0.5013487427571641,0.010506430874859468,0.5228210349117784,0.012041437523736744,1.232023337000055,0.015071782800077926
0.25,30.0,1,entropy,0.0,0.5252489965555108,0.010592414496788823,0.5227043892338984,0.010229198024299509,1.5488797850000537,0.017936719599947536
0.5,30.0,2,entropy,0.0,0.5354919418716344,0.020904980231663445,0.5226637016534543,0.019187547888933832,1.5181266298000082,0.018617203200074074
0.25,,1,entropy,0.0,0.522583795390185,0.010706490965626925,0.5222582978755215,0.010762295662906249,1.5205092732000594,0.01702868639999906
0.5,,2,entropy,0.0,0.5317865557270741,0.02174487135023836,0.5193339514553128,0.018888230939798693,1.5996492913999645,0.02277429340006165
0.5,30.0,1,entropy,0.0,0.5167878022317911,0.014198793056427518,0.5147351934825487,0.01302255504785466,1.5421083497999917,0.01943042160000914
0.5,,1,entropy,0.0,0.5165767126358474,0.012965987544250594,0.5143321330077304,0.012042181373373616,1.5215335668000534,0.018844529800026065
1.0,30.0,1,entropy,0.0,0.5219522053981429,0.008499026413098694,0.5137802932417571,0.00792877521583846,1.5039924902000166,0.018080793999979507
1.0,,1,entropy,0.0,0.5183057345379767,0.009974842117706852,0.5125280995357357,0.008245808574907774,1.5926420999999664,0.017787597999995342
